field_plot_number,date,location,transect_number,latitude,longitude,geographic_landmark,elevation,plot_radius,plot_size,site_physiography,slope,aspect,surface_geomorphology_unit,subsurface_geomorphology_unit ,macrotopography,microtopography,microrelief,water_regime,water_depth,saturated_less_than_30cm,drainage,soil_moisture,lowest_mottle_depth,low_matrix_depth,hydric_soil,water_ph,water_conductivity,soil_ph_10cm,soil_ph_30cm,soil_conductivity,site_ph,site_conductivity,site_chemistry,thaw_depth,permafrost,top_organic_layer_depth,cumulative_organic_layers,dominant_mineral_texture_top_40cm,loess_thickness,root_depth,surface_fragment_cover,frost_boils,rock_depth,cryoturbation,soil_stratigraphy,soil_sample,soil_plug_probe_max_depth,soil_sampling_method,soil_class,soil_association,vegetation_classification,ecotype_veg_structure,disturbance_classes,field_floristic_class,field_floristic_class,final_floristic_class,plot_ecotype,dominant_plants,ecotype_analysis,environmental_outliers,vegetation_outlier,geomorphology_data_review,ecotype_rare,veg_sampling_quality,ecotype_abbrev,map_ecotype_arctic_network_nps,map_ecotype_abbrev_arctic_network_nps,map_veg_arctic_network_nps,soil_landscape_description,cover_needleleaf_trees,needleleaf_tree_crown_class,cover_broadleaf_trees,broadleaf_tree_crown_class,cover_dwarf_broadleaf,dwarf_broadleaf_crown_class,Cover_dwarf_needleleaf,cover_dwarf_needleaf,cover_standing_dead_trees,cover_tall_shrubs,cover_low_shrubs,cover_dwarf_shrubs,cover_graminoids,cover_tussock,cover_forbs,cover_mosses,cover_lichens,cover_litter,cover_litter_alone,cover_bare_soil,cover_water,notes,field_notes,observer_environ_data,observer_veg_data,office_notes,data_origin
NOAT_T09_06_2005,20050724,Noatak National Preserve,T09,67.71465311,-162.1042008,Maiyumerak Mountains,478,10,314,upland,30,220,Ch,Im,"Upper slope, convex",Non-patterned,25,Upland,-200,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,-9999,Y,-9999,-9999,Rubbly,0,30,25,0,-9999,No,Yes,No,45,Pit,Iget,NA,Stoa,TS,A,A,Carex scirpoidea-Festuca altaica-Arctostaphylos rubra,outlier,URMXTS,alncri-dryoct-vaculi-leddec-empher,N,No,Yes,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0,0,0,0,0,0,0,O,0,55,17,50,6,0,2,5,10,50,8,10,0,Just the alder patch; alder on this part of slope is about 15-20 percent,Narrow long shrub stringer,Erik R. Pullman,Michael S. Duffy,Review: 27 cm of pit has 80 percent rock volume changed to RE?; assume permafrost below 1 m; assume circumneutral,"ABR Inc., Fairbanks, AK"
NOAT_T09_07_2005,20050724,Noatak National Preserve,T09,67.71546501,-162.111225,Maiyumerak Mountains,444,10,314,riverine,7,60,Fhm,NA,Interfluve or Flat Bank,Non-patterned,15,Upland,-55,No,Moderately well-drained,Moist,-9999,-9999,No,7,20,-9999,-9999,-9999,7,20,c,-9999,Y,4,4,Bouldery,2,-9999,15,0,6,No,No,No,28,Plug,Eogo,NA,Slow,LS,A,A,no class,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,RBMCLS,salpul-vaculi-hylspl-dryala-carpod,N,Texture,No,Yes,No,3,Riverine Birch-Willow Low Shrub,Riverine Loamy Moist Circumacidic Birch-Willow Low Shrub,Riverine Birch-Willow Low Shrub,Dwarf Birch-Willow Low Shrub,Riverine Loamy Meadows and Shrublands,0,0,0,0,0,0,0,O,0,0,47,60,10,0,1,45,0.1,30,6,7,0.1,"Just the willow side of valley bottom, with small rocky stream in it",Upper headwater inactive floodplain,Erik R. Pullman,Michael S. Duffy,No photographs; assume permafrost below 1 m,"ABR Inc., Fairbanks, AK"
NOAT_T10_02_2005,20050730,Noatak National Preserve,T10,67.90606858,-162.5046127,Lower Noatak floodplain,70,10,314,riverine,0,Too flat to determine,Fboa,Fbrac,"Fluvial, point bar","Stripes (non-sorted, sorted)",50,Temporarily flooded,-100,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,7.8,7.7,50,7.8,50,b,-9999,U,0,0,Sandy,0,34,5,0,34,No,No,No,50,Pit,Eogo,NA,Stow,LS,Ng,Ng,Salix alaxensis-Aster sibiricus-Artemesia tilesii,Salix alaxensis-Aster sibiricus,RSMBLS,salala-elymu-astsib-hedmac-epilat,Y,No,No,Yes,No,4,Riverine Moist Willow Tall Shrub,Riverine Loamy Moist Alder or Willow Tall Shrub,Riverine Alder or Willow Tall Shrub,Alder or Willow Tall Shrub,Riverine Gravelly Barrens and Shrublands,0,0,0,0,1,U,0,O,0,0,30,0,18,0,15,0.1,0,5,0.1,85,0,Bare=silty sand,NA,Mark Torre Jorgenson,Michael S. Duffy,Assume groundwater within 1 m,"ABR Inc., Fairbanks, AK"
NOAT_T10_03_2005,20050730,Noatak National Preserve,T10,67.90596874,-162.503585,Lower Noatak floodplain,73,10,314,riverine,0,Too flat to determine,Fboa,Fbrac,Interfluve or Flat Bank,"Stripes (non-sorted, sorted)",30,Upland,-100,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,8,8.2,150,8,150,b,-9999,U,0,0,Loamy,0,35,0,0,25,No,Yes,No,40,Pit,Eogo,NA,Fbop,BF,Ng,Ng,Populus balsamifera-Picea glauca-Salix alaxensis,Populus balsamifera-Picea glauca-Salix alaxensis,RLMBBF,popbal-shecan-salala-hedmac-fesric,Y,No,No,Yes,No,4,Riverine Poplar Forest,Riverine Gravelly-loamy Moist Circumalkaline Poplar Forest,Riverine Poplar Forest,Balsam Poplar Forest,Riverine Gravelly-Loamy Forests,0,0,55,0,0,D,1,U,0,0,35,0,23,0,25,5,0,45,3,50,0,Bare=moist silt and some sand,Popbal saplings; assume permafrost at depth,Mark Torre Jorgenson,Michael S. Duffy,"Changed dwarf broadleaf from 55 to 0 percent, Broadleaf tree from 0 to 55 percent; assume permafrost below 1 m, groundwater within 1 m","ABR Inc., Fairbanks, AK"
NOAT_T10_04_2005,20050730,Noatak National Preserve,T10,67.90506102,-162.5033665,Lower Noatak floodplain,73,10,314,riverine,0,Too flat to determine,Fboi,NA,Interfluve or Flat Bank,"Stripes (non-sorted, sorted)",40,Upland,-150,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,8,7.8,170,8,170,b,-9999,U,2,7,Loamy,0,60,0,0,80,No,Yes,No,100,Pit and plug,Eogt,NA,Fbcp,BF,A,A,Populus balsamifera-Picea glauca-Salix alaxensis,Populus balsamifera-Picea glauca-Salix alaxensis,RLMBBF,popbal-shecan-rubarc1-aneric-cyppas,Y,No,No,Yes,No,4,Riverine Poplar Forest,Riverine Gravelly-loamy Moist Circumalkaline Poplar Forest,Riverine Poplar Forest,Balsam Poplar Forest,Riverine Gravelly-Loamy Forests,0,0,60,D,0,0,2,I,0,5,33,5,13,0,40,15,0.1,80,5,0.1,0,NA,vegetation alternate Fbcp,Mark Torre Jorgenson,Michael S. Duffy,Assume permafrost below 1 m,"ABR Inc., Fairbanks, AK"
NOAT_T10_05_2005,20050730,Noatak National Preserve,T10,67.90483638,-162.5023884,Lower Noatak floodplain,64,20,1257,riverine,0,Too flat to determine,Fboi,Fboa,Interfluve or Flat Bank,"Stripes (non-sorted, sorted)",40,Upland,-150,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,7.8,7.7,130,7.8,130,b,-9999,U,3,7,Loamy,0,35,0,0,72,No,Yes,No,80,Pit and plug,Eogt,NA,Fmosp,MF,A,A,Populus balsamifera-Picea glauca-Salix alaxensis,Populus balsamifera-Picea glauca-Salix alaxensis,RLMBMF,picgla-hylspl-arcrub-popbal-hedalp,Y,No,No,Yes,No,4,Riverine White Spruce-Poplar Forest,Riverine Gravelly-loamy Moist Circumalkaline White Spruce-Poplar Forest,Riverine White Spruce-Poplar Forest,White Spruce-Balsam Poplar Forest,Riverine Gravelly-Loamy Forests,40,D,20,C,0,0,0,O,0.1,10,18,25,8,0,70,60,0.1,35,0.1,0,0,NA,Assume permafrost at depth,Mark Torre Jorgenson,Michael S. Duffy,Open or closed?,"ABR Inc., Fairbanks, AK"
NOAT_T10_06_2005,20050730,Noatak National Preserve,T10,67.90461023,-162.5020683,Lower Noatak floodplain,68,10,314,riverine,0,Too flat to determine,Wlsir,Fbrif,"Fluvial Channel, Swale or Gut",Water,-9999,Permanently Flooded,80,Yes,Flooded,Aquatic,-9999,-9999,Yes,7.8,510,-9999,-9999,-9999,7.8,510,b,-9999,U,-9999,-9999,Loamy,0,-9999,0,0,-9999,No,Yes,No,80,Plug and probe,NA,NA,Hafp,FE,A,A,Arctofila fulva-Eleocharis acicularis-Caltha palustris,Eleocharis acicularis-Equisetum fluviatile,RLABFE,calli-potpec-eleaci-carsax-rantri,Y,No,No,Yes,No,4,Riverine Forb Marsh,NA,NA,NA,Riverine Loamy Wet Meadows and Marshes,0,0,0,0,0,0,0,O,0,0,0.1,0,40,0,52,75,0,10,5,10,60,"Slough: drier than usual, submerged vegetation is nearly 100 percent cover, with a fair amount of moss breaking th",Soil from margins; assume no permafrost; subsurface geomorphology unit is FbrifSlough,Mark Torre Jorgenson,Michael S. Duffy,NA,"ABR Inc., Fairbanks, AK"
NOAT_T10_07_2005,20050730,Noatak National Preserve,T10,67.90420596,-162.5018512,Lower Noatak floodplain,74,10,314,riverine,0,Too flat to determine,Fboi,NA,Interfluve or Flat Bank,Tree mounds (downed logs and root balls),30,Upland,-150,No,Moderately well-drained,Moist,10,-9999,No,-9999,-9999,6.8,7.6,110,6.8,110,c,-9999,U,8,9,Loamy,0,40,0,0,35,No,Yes,No,50,Pit,Eogt,NA,Fnows,NF,A,A,Populus balsamifera-Picea glauca-Salix alaxensis,Populus balsamifera-Picea glauca-Salix alaxensis,RLMCNF,picgla-hylspl-salgla-hedalp-arcrub,Y,No,No,Yes,No,4,Riverine White Spruce-Poplar Forest,Riverine Gravelly-loamy Moist Circumalkaline White Spruce-Poplar Forest,Riverine White Spruce-Poplar Forest,White Spruce-Balsam Poplar Forest,Riverine Gravelly-Loamy Forests,30,D,0.1,I,0,0,0,O,0.1,0,41,11,6,0,14,90,0.1,8,0.1,0,0,NA,Assume permafrost below 1 m,Mark Torre Jorgenson,Michael S. Duffy,NA,"ABR Inc., Fairbanks, AK"
NOAT_T10_08_2005,20050730,Noatak National Preserve,T10,67.90284133,-162.5052548,Lower Noatak floodplain,67,10,314,riverine,0,Too flat to determine,Fbrac,NA,"Fluvial, point bar",String (strang),30,Temporarily flooded,-100,No,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,8,8,170,8,170,b,-9999,U,0,0,Loamy,0,35,2,0,25,No,Yes,No,50,Pit,Eogo,NA,Slow,LS,Ng,Ng,Salix alaxensis-Aster sibiricus-Artemesia tilesii,Salix alaxensis-Aster sibiricus,RLMBLS,salala-hedmac-popbal-elymu-astsib,Y,No,No,Yes,No,4,Riverine Moist Willow Tall Shrub,Riverine Loamy Moist Alder or Willow Tall Shrub,Riverine Alder or Willow Tall Shrub,Alder or Willow Tall Shrub,Riverine Gravelly Barrens and Shrublands,0,0,0,0,3,s,0,O,0,0,65,0,3,0,15,0,0,7,0.1,90,0,More vegetation cover just a few m downstream,Recent flood,Mark Torre Jorgenson,Michael S. Duffy,"Assume permafrost below 1 m, groundwater within 1 m","ABR Inc., Fairbanks, AK"
NOAT_T10_09_2005,20050730,Noatak National Preserve,T10,67.90269764,-162.5079575,Lower Noatak floodplain,77,10,314,riverine,0,Too flat to determine,Fboi,NA,"Fluvial, point bar","Stripes (non-sorted, sorted)",30,Temporarily flooded,-150,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,7.8,7.6,210,7.8,210,b,-9999,U,0,6,Loamy,0,35,0,0,115,No,Yes,No,120,Pit and plug,Eogt,NA,Fbop,BF,A,A,Populus balsamifera-Picea glauca-Salix alaxensis,Populus balsamifera-Picea glauca-Salix alaxensis,RLMBBF,popbal-salala-hedalp-equarv-shecan,Y,No,No,Yes,No,4,Riverine Poplar Forest,Riverine Gravelly-loamy Moist Circumalkaline Poplar Forest,Riverine Poplar Forest,Balsam Poplar Forest,Riverine Gravelly-Loamy Forests,0,0,50,D,0,0,0.1,U,0.1,55,15,2,5,0,61,15,0.1,85,5,0.1,0,NA,Assume permafrost,Mark Torre Jorgenson,Michael S. Duffy,NA,"ABR Inc., Fairbanks, AK"
NOAT_T10_10_2005,20050730,Noatak National Preserve,T10,67.90285874,-162.5108147,Lower Noatak floodplain,68,10,314,riverine,0,Too flat to determine,Fboi,NA,"Fluvial, Flood Basin",Non-patterned,20,Saturated,-100,No,Well drained,Moist,-9999,-9999,Yes,-9999,-9999,7.7,7.3,280,7.7,280,b,-9999,U,4,5,Loamy,0,35,0,0,75,No,Yes,No,90,Pit and plug,Eogt,NA,Stow,TS,A,A,Salix alaxensis-Aster sibiricus-Artemesia tilesii,Salix alaxensis-Aster sibiricus,RLMBTS,salric-equarv-salala-hyprev-sanunc,N,Geomorphology,No,Yes,No,4,Riverine Moist Willow Tall Shrub,Riverine Loamy Moist Alder or Willow Tall Shrub,Riverine Alder or Willow Tall Shrub,Alder or Willow Tall Shrub,Riverine Gravelly Barrens and Shrublands,0.1,I,0,0,0.1,I,0,O,0,25,65,0,5,0,65,55,0.1,60,5,0,0,NA,Dry year hydrology problem,Mark Torre Jorgenson,Michael S. Duffy,"Assume permafrost below 1 m, groundwater within 1 m","ABR Inc., Fairbanks, AK"
NOAT_T10_11_2005,20050730,Noatak National Preserve,T10,67.90368896,-162.510465,Lower Noatak floodplain,66,10,314,riverine,0,Too flat to determine,Fbrif,Fbrif,"Fluvial Channel, Swale or Gut",Water,0,Semipermanently Flooded,-15,Yes,Very poorly drained,Wet,-9999,-9999,Yes,8.3,230,-9999,-9999,-9999,8.3,230,b,-9999,Y,0,0,Loamy,0,25,0,0,-9999,No,Yes,No,110,Plug and probe,Eagt,NA,Hafe,FE,A,A,Arctofila fulva-Eleocharis acicularis-Caltha palustris,Eleocharis acicularis-Equisetum fluviatile,RLWBFE,potam-eleaci-equflu-drecap-potvag,Y,No,No,Yes,No,4,Riverine Forb Marsh,NA,NA,NA,Riverine Loamy Wet Meadows and Marshes,0,0,0,0,0,0,0,O,0,0,0.1,0,50,0,100,15,0,10,0.1,50,25,Most vegetation cover still submerged pondweeds,Dry year hydrology; subsurface geomorphology unit is fbrif,Mark Torre Jorgenson,Michael S. Duffy,Assume permafrost below 1 m,"ABR Inc., Fairbanks, AK"
NOAT_T10_12_2005,20050730,Noatak National Preserve,T10,67.90500952,-162.5084387,Lower Noatak floodplain,70,10,314,riverine,-9999,-9999,Fboi,NA,Interfluve or Flat Bank,Non-patterned,-9999,NA,-150,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,-9999,U,12,14,Loamy,-9999,30,0,0,-9999,No,No,No,130,NA,Eogt,NA,Fnows,NF,A,A,no class,Picea glauca-Salix lanata ssp. richardsonii-Moneses uniflora,RLMXNF,picgla-hylspl-salric-salala-salgla,Y,No,No,Yes,No,3,Riverine White Spruce-Willow Forest,Riverine Gravelly-loamy Moist Circumalkaline White Spruce-Willow Forest,Riverine White Spruce-Willow Forest,White Spruce Forest,Riverine Gravelly-Loamy Forests,40,D,0,0,0,0,0,O,0,10,30,10,4,0,23,90,0.1,15,0.1,0,0,"Quick stop, not totally complete",Assume permafrost at depth,Mark Torre Jorgenson,Michael S. Duffy,Determined soil moisture in office; called Fboi even though Surface Organic layer is greater than 10 cm; assume permafrost below 1 m,"ABR Inc., Fairbanks, AK"
NOAT_T12_01_2005,20050730,Noatak National Preserve,T12,67.92733401,-162.0009697,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",132,10,314,upland,9,270,Ch,Gmo,Upper slope concave (water gathering; gullies),Gelifluction lobes (saturated flow),80,Saturated,-25,Yes,Moderately well-drained,Moist,-9999,-9999,Yes,-9999,-9999,5.3,-9999,140,5.3,140,a,25,Y,25,25,Peat,0,25,0,0,-9999,No,No,No,25,Pit,Ghft,NA,Fnwws,NF,NA,NA,Alnus crispa-Salix lanata ssp. Richardsonii-Vaccinium uliginosum,Picea glauca-Ledum decumbens,UPMANF,picgla-hylspl-alncri-vacvit-rubcha,Y,No,No,Yes,No,4,Upland White Spruce-Ericaceous Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,20,D,0,NA,0,NA,6,U,5,10,15,30,3,0.1,5,65,1,10,2,0,0,NA,NA,Jennifer S. Mitchell,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
NOAT_T12_02_2005,20050730,Noatak National Preserve,T12,67.92750557,-162.0000302,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",135,10,314,upland,13,260,Gmo,NA,"Lower slopes, concave (water gathering, gullies)",Gelifluction lobes (saturated flow),55,Upland,-67,No,Moderately well-drained,Moist,15,-9999,Yes,-9999,-9999,6.7,6.7,40,6.7,40,c,67,Y,13,13,Loamy,0,13,0,0,-9999,No,No,No,56,Pit,Goat,NA,Stoa,TS,NA,NA,no class,Alnus crispa-Calamagrostis canadensis,ULMCTS,alncri-equarv-hylspl-salgla-salric,Y,no,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0.1,C,0,NA,0,NA,0,NA,0,65,9,5,0.1,0,25,15,0,60,2,0,0,NA,NA,Jennifer S. Mitchell,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
NOAT_T12_03_2005,20050730,Noatak National Preserve,T12,67.9255522,-162.0040479,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",143,10,314,upland,2,270,Elu,Gmo,"Upper slope, convex",Non-patterned,25,Upland,-67,No,Moderately well-drained,Moist,14,-9999,Yes,-9999,-9999,7.2,8.1,210,7.2,210,c,67,Y,6,6,Loamy,67,23,0,0,-9999,Unknown,No,No,67,Pit,Goat,NA,Slobw,LS,A,A,Betula nana-Salix planifolia ssp. pulchra-Arctagrostis latifolia,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,ULMCLS,betnan-salgla-aulac-leddec-vacvit,Y,No,No,Yes,No,4,Upland Birch-Willow Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,0,NA,0,NA,0,NA,0,NA,0,0,60,5,3,0,5,20,1,45,-9999,0,0,NA,NA,Jennifer S. Mitchell,Patricia F. Miller,Dry year hydrology,"ABR Inc., Fairbanks, AK"
NOAT_T12_04_2005,20050730,Noatak National Preserve,T12,67.92383257,-162.0025043,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",152,10,314,lowland,9,110,Elu,Gmo,Crest,Non-patterned,4,Upland,-51,No,Moderately well-drained,Moist,9,-9999,Yes,-9999,-9999,8,8,120,8,120,b,51,Y,9,9,Loamy,51,10,0,0,-9999,No,Yes,No,51,Pit,Goat,NA,Slott,GM,A,A,no class,no class,ULMBGM,arclat-salgla-petfri-erivag-brypse,N,Chemistry,No,Yes,No,4,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,25,0.1,38,2,8,10,1,45,22,0,0,NA,38 percent graminoid cover,Jennifer S. Mitchell,Patricia F. Miller,"Review Hgmbs?; tussocks post fire; dry year; slope recorded in aspect field, and vice versa, corrected in office","ABR Inc., Fairbanks, AK"
NOAT_T12_05_2005,20050730,Noatak National Preserve,T12,67.9180677,-161.9991508,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",136,10,314,upland,0,Too flat to determine,Ldic,NA,"Basin, Drained",Frost scars and boils,30,Saturated,-47,Yes,Poorly drained,Moist,-9999,-9999,Yes,-9999,-9999,5.6,6,120,5.6,120,c,47,Y,3,3,Loamy,0,8,0,5,-9999,Yes,No,No,-9999,Pit,Gtat,NA,Slobb,LS,A,A,Eriophorum vaginatum-Betula nana-Rubus chamaemorus,Betula nana-Eriophorum vaginatum,LLMCLS,betnan-leddec-hylspl-vacvit-salgla,Y,No,No,Yes,No,4,Upland Dwarf Birch-Tussock Shrub,Upland Organic-rich Moist Acidic Dwarf Birch-Tussock Shrub,Upland Dwarf Birch-Tussock Shrub,Dwarf Birch-Tussock Shrub,Upland Loamy Wet Tussock Shrublands,0,NA,0,NA,0,NA,0,NA,0,0,36,17,12,25,5,24,2,23,5,0,0,NA,NA,Jennifer S. Mitchell,Patricia F. Miller,Dry year; changed cryoturbation to yes given presence of frostboils,"ABR Inc., Fairbanks, AK"
NOAT_T12_06_2005,20050730,Noatak National Preserve,T12,67.91693611,-161.9973598,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",134,10,314,lowland,0,Too flat to determine,Ldic,NA,"Basin, Drained",Non-patterned,2,Permanently Flooded,-2,Yes,Very poorly drained,Wet,-9999,-9999,Yes,-9999,-9999,6.6,-9999,170,6.6,170,c,53,Y,32,32,Loamy,-9999,32,0,-9999,-9999,Unknown,No,No,-9999,Pit,Goht,NA,Hgwsb,TM,A,A,Sphagnum sp.-Andromeda polifolia-Betula nana,Andromeda polifolia-Sphagnum sp.,LOWCTM,eriang-utrmin-carrot-scosco-carex,N,Chemistry,No,Yes,No,4,Lowland Ericaceous Shrub Bog,Lowland Acidic Ericaceous Shrub Bog,Lowland Ericaceous Shrub Bog,Ericaceous Shrub Bog,Lowland Bogs and Fens,0,NA,0,NA,0,NA,0,NA,0,0,0.1,0.1,13,0,3,4,0,65,-9999,20,0,"Seems typically wet, also- most of ""bare"" is red algal gunk",NA,Jennifer S. Mitchell,Patricia F. Miller,NA,"ABR Inc., Fairbanks, AK"
NOAT_T12_07_2005,20050730,Noatak National Preserve,T12,67.91672567,-161.994417,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",133,10,314,lowland,0,Too flat to determine,Ldnc,NA,"Basin, Drained",Non-patterned,0,Saturated,-6,Yes,Very poorly drained,Wet,-9999,-9999,Yes,6.2,140,-9999,-9999,-9999,6.2,140,c,-9999,Y,27,27,Loamy,0,33,0,0,-9999,No,No,No,47,Pit,Goht,NA,Hgwst,SM,NA,NA,no class,Carex chordorrhiza-Carex aquatilis,POWCSM,erisch-eriang-carsax-carrot-brysub,Y,No,No,Yes,No,4,Lowland Sedge Fen,Lowland Circumacidic Sedge Fen,Lowland Sedge Fen,Sedge Fen,Lowland Bogs and Fens,0,NA,0,NA,0,NA,0,NA,0,0,0.1,0,24,0,1,5,0,76,-9999,0,0,NA,NA,Jennifer S. Mitchell,Patricia F. Miller,Assume permafrost within 1 m,"ABR Inc., Fairbanks, AK"
NOAT_T12_08_2005,20050730,Noatak National Preserve,T12,67.91756466,-161.9904869,"S of confluence of the Kelly and Noatak Rivers, VABM-Bone",133,10,314,lacustrine,0,Too flat to determine,Ldnc,NA,"Basin, Drained",Non-patterned,20,Saturated,-52,No,Somewhat poorly drained,Moist,11,-9999,Yes,-9999,-9999,5.4,5,100,5.4,100,a,52,Y,11,11,Loamy,0,13,0,0,-9999,No,Yes,No,-9999,Pit,Golt,NA,Hgmbs,GM,A,A,no class,no class,PLMAGM,caline-erivag-eriang-cerpur-salpul,N,no,Yes,Yes,No,4,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,15,0.1,55,3,2,15,1,35,25,0,0,NA,NA,Jennifer S. Mitchell,Patricia F. Miller,Review hydric soils (changed to Y in office); dry year,"ABR Inc., Fairbanks, AK"
NOAT_T13_01_2005,20050729,Noatak National Preserve,T13,67.95806872,-162.4852351,Kelly River moraine at Noatak River,91,10,314,upland,11,85,Gmo,NA,"Lower slope, convex",Tree mounds (downed logs and root balls),25,Upland,-9999,No,Moderately well-drained,Moist,-9999,-9999,Yes,-9999,-9999,6.9,6.9,120,6.9,120,c,150,Y,21,21,Loamy,0,40,0,0,21,No,Yes,No,130,Pit,Igeh,NA,Fnows,NF,A,A,Picea glauca-Festuca altaica-Arctostaphylos rubra,Picea glauca-Salix reticulata-Carex scirpoidea,UOMCNF,picgla-hylspl-equarv-tomnit-arcrub,Y,No,No,Yes,No,4,Upland White Spruce-Willow Forest,Upland Rocky-loamy Moist White Spruce Forest,Upland White Spruce Forest,White Spruce Forest,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,26,D,0,NA,0,NA,0,NA,0,10,20,30,1,0,35,60,2,55,5,0,0,NA,"Soil is igeh, no frost at 130 cm",Erik R. Pullman,Joanna E. Roth,Assume permafrost at depth,"ABR Inc., Fairbanks, AK"
NOAT_T13_03_2005,20050729,Noatak National Preserve,T13,67.95838056,-162.4859607,Kelly River moraine at Noatak River,107,10,314,upland,8,48,Ch,Gmo,"Lower slopes, concave (water gathering, gullies)",Non-patterned,25,Upland,-100,No,Moderately well-drained,Moist,21,61,Yes,-9999,-9999,6.2,5.8,120,6.2,120,c,-9999,Y,15,15,Rubbly,0,31,0,0,15,No,Yes,No,75,Pit,Iget,NA,Slobw,LS,NA,NA,Alnus crispa-Salix lanata ssp. Richardsonii-Vaccinium uliginosum,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,URMCLS,salgla-betnan-hylspl-tomnit-arcrub-equarv,Y,No,No,Yes,No,4,Upland Birch-Willow Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,0.1,U,0,NA,0,NA,0,NA,0,2,30,35,12,1,15,40,5,65,10,0,0,NA,"Soil is iagt, see stratigraphy sheet-colluvium over till, t13-01 is likely the same genesis, but soil pit didn't extend into till sheet",Erik R. Pullman,Joanna E. Roth,Assume permafrost below 1 m due to low temperatures,"ABR Inc., Fairbanks, AK"
NOAT_T13_04_2005,20050729,Noatak National Preserve,T13,67.95868667,-162.4872133,Kelly River moraine at Noatak River,112,10,314,upland,9,60,Ch,Gmo,"Lower slope, convex",Non-patterned,15,Upland,-100,No,Well drained,Moist,-9999,-9999,Yes,-9999,-9999,6.2,7.1,50,6.2,50,c,-9999,Y,15,15,Rubbly,0,25,0,0,15,No,Yes,No,35,Pit,Iget,NA,Stoaw,TS,A,A,Alnus crispa-Salix lanata ssp. Richardsonii-Vaccinium uliginosum,Alnus crispa-Calamagrostis canadensis,URMCTS,alncri-salgla-betnan-hylspl-vaculi,Y,No,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,0.1,U,0,NA,0,NA,0,NA,0,30,45,25,5,1,12,35,10,55,5,0.1,0,Paired with NOAT_T13_03_2005,Soils like t13-03,Erik R. Pullman,Joanna E. Roth,Assume permafrost below 1 m due to low temperatures,"ABR Inc., Fairbanks, AK"
